Gene	Eif3b_1	Eif3b_2	IgG_1	IgG_2	Symbol	Chr	GeneType	Description
ENSG00000257058.1	0.0	0.87	0.0	0.0	RP11-864I4.4	chr11	antisense		--
ENSG00000274351.1	32.4	13.47	150.76	170.44	RP11-203I16.7	chr13	unprocessed_pseudogene		--
ENSG00000184408.9	0.63	0.83	0.0	0.0	KCND2	chr7	protein_coding	potassium channel, voltage gated Shal related subfamily D, member 2
ENSG00000148346.11	1.29	0.0	7.83	0.0	LCN2	chr9	protein_coding	lipocalin 2
ENSG00000160801.13	1.15	0.58	0.0	1.71	PTH1R	chr3	protein_coding	parathyroid hormone 1 receptor
ENSG00000048707.13	5.25	5.88	19.61	19.97	VPS13D	chr1	protein_coding	vacuolar protein sorting 13 homolog D (S. cerevisiae)
ENSG00000237842.2	0.0	0.45	0.0	0.0	RP11-110J1.2	chr1	processed_pseudogene		--
ENSG00000176978.13	6.34	7.74	10.26	10.06	DPP7	chr9	protein_coding	dipeptidyl-peptidase 7
ENSG00000253505.1	0.0	0.6	7.11	0.0	CTA-398F10.1	chr8	lincRNA		--
ENSG00000196357.11	0.9	1.14	5.44	0.0	ZNF565	chr19	protein_coding	zinc finger protein 565
ENSG00000231238.1	0.8	0.41	0.0	0.0	LINC00349	chr13	lincRNA	long intergenic non-protein coding RNA 349
ENSG00000136197.12	1.39	1.18	0.0	0.0	C7orf25	chr7	protein_coding	chromosome 7 open reading frame 25
ENSG00000206341.7	1.23	1.25	0.0	0.0	HLA-H	chr6	unprocessed_pseudogene	major histocompatibility complex, class I, H (pseudogene)
ENSG00000261519.3	0.35	0.72	0.0	0.0	RP11-403P17.4	chr16	lincRNA		--
ENSG00000021488.12	0.0	0.38	0.0	0.0	SLC7A9	chr19	protein_coding	solute carrier family 7 (amino acid transporter light chain, bo,+ system), member 9
ENSG00000271461.1	0.61	0.16	3.73	0.0	RP4-673D20.6	chr20	processed_pseudogene		--
ENSG00000138395.14	0.4	0.61	0.0	3.17	CDK15	chr2	protein_coding	cyclin-dependent kinase 15
ENSG00000129946.10	3.23	2.74	0.0	4.81	SHC2	chr19	protein_coding	SHC (Src homology 2 domain containing) transforming protein 2
ENSG00000118564.14	1.19	1.82	2.41	7.09	FBXL5	chr4	protein_coding	F-box and leucine-rich repeat protein 5
ENSG00000015568.12	0.17	0.0	0.0	0.0	RGPD5	chr2	protein_coding	RANBP2-like and GRIP domain containing 5
ENSG00000135477.11	0.0	0.19	0.0	0.0	KRT87P	chr12	transcribed_unprocessed_pseudogene	keratin 87 pseudogene
ENSG00000276071.1	3.09	2.1	0.0	6.14	CTD-3234P18.6	chr19	lincRNA		--
ENSG00000196584.2	10.07	11.26	2.66	7.83	XRCC2	chr7	protein_coding	X-ray repair complementing defective repair in Chinese hamster cells 2
ENSG00000135446.16	15.53	18.94	19.64	15.42	CDK4	chr12	protein_coding	cyclin-dependent kinase 4
ENSG00000205209.7	2.41	1.5	0.0	6.39	SCGB2B2	chr19	protein_coding	secretoglobin, family 2B, member 2
ENSG00000108559.11	3.69	5.16	5.59	16.46	NUP88	chr17	protein_coding	nucleoporin 88kDa
ENSG00000144635.8	4.56	6.42	6.51	3.2	DYNC1LI1	chr3	protein_coding	dynein, cytoplasmic 1, light intermediate chain 1
ENSG00000225960.1	0.0	0.0	42.69	0.0	RP11-360A18.1	chr9	lincRNA		--
ENSG00000230686.1	0.0	0.0	0.0	6.42	AC067945.2	chr2	antisense		--
ENSG00000167553.14	7.57	7.21	28.26	2.31	TUBA1C	chr12	protein_coding	tubulin, alpha 1c
ENSG00000260066.1	0.0	0.68	0.0	0.0	CTD-2587M23.1	chr5	lincRNA		--
ENSG00000230404.1	3.44	0.88	0.0	0.0	RP5-855F14.2	chr1	lincRNA		--
ENSG00000225399.4	1.09	1.39	19.86	0.0	RP11-3B7.1	chr3	lincRNA		--
ENSG00000137700.16	8.72	6.91	5.88	7.22	SLC37A4	chr11	protein_coding	solute carrier family 37 (glucose-6-phosphate transporter), member 4
ENSG00000167216.16	1.52	1.03	0.0	0.0	KATNAL2	chr18	protein_coding	katanin p60 subunit A-like 2
ENSG00000100242.15	16.01	12.75	0.0	10.59	SUN2	chr22	protein_coding	Sad1 and UNC84 domain containing 2
ENSG00000224531.5	3.87	3.79	3.48	1.71	SMIM13	chr6	protein_coding	small integral membrane protein 13
ENSG00000113013.12	6.67	9.88	98.21	33.73	HSPA9	chr5	protein_coding	heat shock 70kDa protein 9 (mortalin)
ENSG00000177963.12	9.71	7.07	2.03	1.0	RIC8A	chr11	protein_coding	RIC8 guanine nucleotide exchange factor A
ENSG00000008226.19	1.05	1.49	1.27	0.0	DLEC1	chr3	protein_coding	deleted in lung and esophageal cancer 1
ENSG00000160505.15	0.34	0.09	0.0	0.0	NLRP4	chr19	protein_coding	NLR family, pyrin domain containing 4
ENSG00000125124.11	2.01	4.1	13.58	2.66	BBS2	chr16	protein_coding	Bardet-Biedl syndrome 2
ENSG00000235922.1	0.0	0.0	0.0	14.76	RP11-323C15.1	chr20	processed_pseudogene		--
ENSG00000205035.8	0.0	0.14	0.0	0.0	RP11-707M1.1	chr11	transcribed_unprocessed_pseudogene		--
ENSG00000198054.11	0.0	3.1	0.0	0.0	DSCR8	chr21	protein_coding	Down syndrome critical region 8
ENSG00000066032.18	0.24	0.24	0.0	0.71	CTNNA2	chr2	protein_coding	catenin (cadherin-associated protein), alpha 2
ENSG00000187871.2	0.7	1.43	0.0	0.0	GFRAL	chr6	protein_coding	GDNF family receptor alpha like
ENSG00000166866.12	0.37	0.28	0.0	3.27	MYO1A	chr12	protein_coding	myosin IA
ENSG00000197580.11	0.61	0.47	0.0	0.0	BCO2	chr11	protein_coding	beta-carotene oxygenase 2
ENSG00000159479.16	2.97	6.21	4.0	7.86	MED8	chr1	protein_coding	mediator complex subunit 8
ENSG00000270325.1	0.0	0.0	29.49	0.0	BNIP3P9	chr19	processed_pseudogene	BCL2/adenovirus E1B 19kDa interacting protein 3 pseudogene 9
ENSG00000109113.17	19.18	12.41	27.63	5.81	RAB34	chr17	protein_coding	RAB34, member RAS oncogene family
ENSG00000054654.15	3.66	4.76	4.03	3.13	SYNE2	chr14	protein_coding	spectrin repeat containing, nuclear envelope 2
ENSG00000134996.11	2.04	3.89	0.0	0.0	OSTF1	chr9	protein_coding	osteoclast stimulating factor 1
ENSG00000266965.1	1.58	1.81	0.0	4.71	RP11-712P20.2	chr18	sense_intronic		--
ENSG00000081248.10	0.22	0.06	1.32	0.0	CACNA1S	chr1	protein_coding	calcium channel, voltage-dependent, L type, alpha 1S subunit
ENSG00000180773.14	1.28	2.07	2.6	4.46	SLC36A4	chr11	protein_coding	solute carrier family 36 (proton/amino acid symporter), member 4
ENSG00000229893.2	2.82	1.15	0.0	3.36	AC004549.6	chr7	antisense		--
ENSG00000109339.18	0.47	0.3	8.65	0.0	MAPK10	chr4	protein_coding	mitogen-activated protein kinase 10
ENSG00000262343.1	0.0	2.11	0.0	0.0	RP11-353N14.3	chr17	lincRNA		--
ENSG00000185386.14	3.32	3.8	0.0	1.65	MAPK11	chr22	protein_coding	mitogen-activated protein kinase 11
ENSG00000118680.12	3.43	2.52	55.57	22.72	MYL12B	chr18	protein_coding	myosin, light chain 12B, regulatory
ENSG00000259887.1	0.0	1.6	0.0	0.0	RP11-923I11.5	chr12	lincRNA		--
ENSG00000275040.1	0.0	1.6	0.0	0.0	RP11-70D24.4	chr16	lincRNA		--
ENSG00000162753.11	0.0	0.39	0.0	0.0	SLC9C2	chr1	protein_coding	solute carrier family 9, member C2 (putative)
ENSG00000185049.12	7.43	5.32	0.0	8.38	NELFA	chr4	protein_coding	negative elongation factor complex member A
ENSG00000133863.6	0.79	0.87	0.8	0.39	TEX15	chr8	protein_coding	testis expressed 15
ENSG00000279686.1	0.0	0.0	0.0	3.99	ECSCR	chr5	protein_coding	endothelial cell surface expressed chemotaxis and apoptosis regulator
ENSG00000232812.1	2.55	0.0	0.0	0.0	RP11-459K23.2	chr1	lincRNA		--
ENSG00000199910.1	5.64	11.49	0.0	0.0	RNA5S10	chr1	rRNA	RNA, 5S ribosomal 10
ENSG00000251218.1	0.96	0.0	7.78	0.0	RP11-1057B8.2	chr8	lincRNA		--
ENSG00000267626.1	0.0	0.0	0.0	14.09	AC002115.9	chr19	lincRNA		--
ENSG00000212658.1	3.93	0.0	0.0	0.0	KRTAP29-1	chr17	protein_coding	keratin associated protein 29-1
ENSG00000237489.2	1.18	2.16	5.74	4.22	LINC00959	chr10	lincRNA	long intergenic non-protein coding RNA 959
ENSG00000259475.1	0.0	2.33	0.0	0.0	RP11-654A16.3	chr15	antisense		--
ENSG00000170899.10	2.35	6.87	0.0	0.0	GSTA4	chr6	protein_coding	glutathione S-transferase alpha 4
ENSG00000125734.13	7.79	5.29	7.01	3.44	GPR108	chr19	protein_coding	G protein-coupled receptor 108
ENSG00000135775.13	3.84	4.01	5.18	2.54	COG2	chr1	protein_coding	component of oligomeric golgi complex 2
ENSG00000224416.2	0.0	0.0	28.61	0.0	IFNA22P	chr9	unprocessed_pseudogene	interferon, alpha 22, pseudogene
ENSG00000149443.7	2.22	0.0	0.0	0.0	C20orf78	chr20	sense_overlapping	chromosome 20 open reading frame 78
ENSG00000125816.4	1.2	1.83	0.0	0.0	NKX2-4	chr20	protein_coding	NK2 homeobox 4
ENSG00000199572.1	0.0	2.9	0.0	0.0	RNA5SP174	chr4	rRNA	RNA, 5S ribosomal pseudogene 174
ENSG00000268240.1	1.95	0.71	0.0	0.0	RP11-678G14.4	chr19	lincRNA		--
ENSG00000260276.2	0.59	1.49	3.56	0.0	RP11-77H9.2	chr16	antisense		--
ENSG00000095787.21	3.42	3.83	9.5	9.32	WAC	chr10	protein_coding	WW domain containing adaptor with coiled-coil
ENSG00000256050.2	0.0	1.05	0.0	0.0	RP11-982M15.6	chr14	lincRNA		--
ENSG00000203605.3	1.63	2.08	0.0	0.0	RP11-335E6.2	chr1	lincRNA		--
ENSG00000232353.5	1.0	1.53	0.0	0.0	RP11-655G22.1	chr3	lincRNA		--
ENSG00000140623.13	1.83	0.23	0.0	0.0	SEPT12	chr16	protein_coding	septin 12
ENSG00000100380.12	3.74	3.71	18.15	6.68	ST13	chr22	protein_coding	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein)
ENSG00000225331.1	3.1	1.18	9.41	0.0	AP001055.6	chr21	lincRNA		--
ENSG00000154760.13	0.46	0.62	0.0	0.0	SLFN13	chr17	protein_coding	schlafen family member 13
ENSG00000118640.10	2.04	2.07	0.0	4.04	VAMP8	chr2	protein_coding	vesicle-associated membrane protein 8
ENSG00000104714.13	1.71	3.2	0.0	0.0	ERICH1	chr8	protein_coding	glutamate-rich 1
ENSG00000064961.18	30.3	23.13	66.42	35.09	HMG20B	chr19	protein_coding	high mobility group 20B
ENSG00000267687.1	1.24	0.0	0.0	0.0	RP11-325K19.6	chr18	processed_pseudogene		--
ENSG00000113070.7	1.69	1.15	17.09	0.0	HBEGF	chr5	protein_coding	heparin-binding EGF-like growth factor
ENSG00000272335.1	1.6	1.36	3.24	3.18	RP11-53O19.3	chr5	lincRNA		--
ENSG00000101057.15	30.48	33.98	38.17	36.01	MYBL2	chr20	protein_coding	v-myb avian myeloblastosis viral oncogene homolog-like 2
ENSG00000255094.1	2.5	1.7	0.0	0.0	RP11-406D1.2	chr11	lincRNA		--
ENSG00000197651.4	0.45	0.35	0.0	2.7	CCER1	chr12	protein_coding	coiled-coil glutamate-rich protein 1
ENSG00000160188.9	1.41	1.2	0.0	0.0	RSPH1	chr21	protein_coding	radial spoke head 1 homolog (Chlamydomonas)
ENSG00000172009.14	11.43	10.4	9.81	6.19	THOP1	chr19	protein_coding	thimet oligopeptidase 1
ENSG00000233242.2	1.02	0.26	0.0	0.0	RP11-220I1.2	chr9	antisense		--
ENSG00000253572.2	0.0	0.95	0.0	11.08	RP11-107N7.1	chr5	lincRNA		--
ENSG00000011478.11	11.05	9.03	21.18	6.93	QPCTL	chr19	protein_coding	glutaminyl-peptide cyclotransferase-like
ENSG00000167741.10	3.95	3.13	0.0	9.15	GGT6	chr17	protein_coding	gamma-glutamyltransferase 6
ENSG00000158816.15	0.45	0.15	0.0	0.0	VWA5B1	chr1	protein_coding	von Willebrand factor A domain containing 5B1
ENSG00000114656.10	1.33	1.08	4.31	1.06	KIAA1257	chr3	protein_coding	KIAA1257
ENSG00000122420.9	2.06	2.17	0.0	0.87	PTGFR	chr1	protein_coding	prostaglandin F receptor (FP)
ENSG00000204228.3	0.68	2.76	0.0	0.0	HSD17B8	chr6	protein_coding	hydroxysteroid (17-beta) dehydrogenase 8
ENSG00000131508.15	8.17	6.34	14.88	8.52	UBE2D2	chr5	protein_coding	ubiquitin-conjugating enzyme E2D 2
ENSG00000260193.1	10.57	9.48	0.0	9.0	RP11-83N9.5	chr9	lincRNA		--
ENSG00000241593.5	1.32	3.37	0.0	0.0	RP11-520D19.2	chr3	lincRNA		--
ENSG00000203565.2	5.94	1.51	0.0	0.0	RP13-259N13.2	chr10	lincRNA		--
ENSG00000104164.10	0.98	2.21	2.63	0.65	BLOC1S6	chr15	protein_coding	biogenesis of lysosomal organelles complex-1, subunit 6, pallidin
ENSG00000197658.9	0.0	0.14	0.0	1.61	SLC22A24	chr11	protein_coding	solute carrier family 22, member 24
ENSG00000198189.10	4.99	6.17	0.0	6.37	HSD17B11	chr4	protein_coding	hydroxysteroid (17-beta) dehydrogenase 11
ENSG00000267716.1	0.0	1.02	0.0	0.0	AC083760.1	chr18	processed_pseudogene		--
ENSG00000108821.13	2.7	3.56	6.06	7.14	COL1A1	chr17	protein_coding	collagen, type I, alpha 1
ENSG00000126947.11	0.0	0.32	0.0	0.0	ARMCX1	chrX	protein_coding	armadillo repeat containing, X-linked 1
ENSG00000105939.12	3.43	4.65	5.94	8.26	ZC3HAV1	chr7	protein_coding	zinc finger CCCH-type, antiviral 1
ENSG00000105855.9	0.66	0.59	0.0	1.3	ITGB8	chr7	protein_coding	integrin, beta 8
ENSG00000127124.13	1.25	0.99	0.66	0.97	HIVEP3	chr1	protein_coding	human immunodeficiency virus type I enhancer binding protein 3
ENSG00000264740.2	12.1	0.0	0.0	0.0	AL354923.1	chr9	miRNA		--
ENSG00000213650.3	0.0	0.51	0.0	0.0	RP11-760D2.7	chr7	processed_pseudogene		--
ENSG00000110844.13	3.83	2.92	0.0	4.14	PRPF40B	chr12	protein_coding	PRP40 pre-mRNA processing factor 40 homolog B (S. cerevisiae)
ENSG00000089723.9	3.32	3.06	0.0	3.76	OTUB2	chr14	protein_coding	OTU deubiquitinase, ubiquitin aldehyde binding 2
ENSG00000249738.6	1.35	1.89	8.2	0.0	AC008697.1	chr5	lincRNA		--
ENSG00000213075.7	0.0	0.22	0.0	0.0	RPL31P11	chr1	transcribed_processed_pseudogene	ribosomal protein L31 pseudogene 11
ENSG00000042493.15	0.0	1.55	15.88	0.0	CAPG	chr2	protein_coding	capping protein (actin filament), gelsolin-like
ENSG00000196417.12	3.16	3.87	5.47	6.04	ZNF765	chr19	protein_coding	zinc finger protein 765
ENSG00000023318.7	4.15	3.59	13.44	1.65	ERP44	chr9	protein_coding	endoplasmic reticulum protein 44
ENSG00000054690.13	3.66	5.07	4.94	4.85	PLEKHH1	chr14	protein_coding	pleckstrin homology domain containing, family H (with MyTH4 domain) member 1
ENSG00000237185.1	1.47	0.0	0.0	0.0	VN1R66P	chr16	unprocessed_pseudogene	vomeronasal 1 receptor 66 pseudogene
ENSG00000205791.3	0.87	1.33	10.59	0.0	LOH12CR2	chr12	lincRNA	loss of heterozygosity, 12, chromosomal region 2 (non-protein coding)
ENSG00000266202.1	0.0	1.17	0.0	0.0	RP1-66C13.4	chr17	protein_coding		--
ENSG00000253490.5	1.33	0.56	0.0	0.0	AC145110.1	chr8	lincRNA		--
ENSG00000174437.16	34.97	37.28	27.34	24.0	ATP2A2	chr12	protein_coding	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2
ENSG00000110786.17	0.25	0.06	0.0	0.0	PTPN5	chr11	protein_coding	protein tyrosine phosphatase, non-receptor type 5 (striatum-enriched)
ENSG00000135900.3	5.38	2.93	0.0	2.29	MRPL44	chr2	protein_coding	mitochondrial ribosomal protein L44
ENSG00000227681.5	0.0	0.58	0.0	0.0	RP11-307P5.1	chr6	lincRNA		--
ENSG00000228630.5	3.05	2.68	3.37	1.65	HOTAIR	chr12	antisense	HOX transcript antisense RNA
ENSG00000197428.2	1.2	0.0	0.0	7.12	OR51D1	chr11	protein_coding	olfactory receptor, family 51, subfamily D, member 1
ENSG00000274443.4	0.0	0.52	0.0	0.0	C8orf89	chr8	protein_coding	chromosome 8 open reading frame 89
ENSG00000118729.11	0.0	0.13	0.0	0.0	CASQ2	chr1	protein_coding	calsequestrin 2 (cardiac muscle)
ENSG00000279446.1	0.0	0.34	0.0	0.0	AC005915.1	chr5	TEC		--
ENSG00000250903.8	12.5	11.56	51.72	46.69	GMDS-AS1	chr6	lincRNA	GMDS antisense RNA 1 (head to head)
ENSG00000112855.14	2.98	2.34	3.28	1.61	HARS2	chr5	protein_coding	histidyl-tRNA synthetase 2, mitochondrial
ENSG00000272434.1	0.0	0.0	0.0	20.46	RP13-131K19.6	chr3	antisense		--
ENSG00000249395.2	0.58	2.06	0.0	0.0	CASC9	chr8	lincRNA	cancer susceptibility candidate 9 (non-protein coding)
ENSG00000268400.5	9.7	9.42	0.0	0.0	CTD-3214H19.4	chr19	protein_coding		--
ENSG00000154518.9	9.71	7.71	2.87	10.58	ATP5G3	chr2	protein_coding	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C3 (subunit 9)
ENSG00000265514.1	0.0	0.84	0.0	4.91	RP11-92G19.2	chr18	lincRNA		--
ENSG00000259985.1	0.0	0.29	0.0	0.0	RP11-549B18.1	chr18	antisense		--
ENSG00000250325.1	1.53	0.0	0.0	0.0	IGBP1P4	chr4	processed_pseudogene	immunoglobulin (CD79A) binding protein 1 pseudogene 4
ENSG00000226200.6	0.38	0.74	1.32	0.65	SGMS1-AS1	chr10	antisense	SGMS1 antisense RNA 1
ENSG00000276234.4	2.61	2.51	0.0	5.18	TADA2A	chr17	protein_coding	transcriptional adaptor 2A
ENSG00000213886.3	1.24	0.0	0.0	0.0	UBD	chr6	protein_coding	ubiquitin D
ENSG00000145642.11	0.79	0.81	67.39	18.89	FAM159B	chr5	protein_coding	family with sequence similarity 159, member B
ENSG00000132141.13	1.42	0.0	0.0	0.0	CCT6B	chr17	protein_coding	chaperonin containing TCP1, subunit 6B (zeta 2)
ENSG00000078269.13	0.87	2.39	1.75	4.72	SYNJ2	chr6	protein_coding	synaptojanin 2
ENSG00000269072.1	1.52	0.58	9.25	0.0	CTD-3187F8.14	chr19	antisense		--
ENSG00000141519.14	1.0	0.85	0.0	0.0	CCDC40	chr17	protein_coding	coiled-coil domain containing 40
ENSG00000187954.12	7.44	7.04	0.0	3.09	CYHR1	chr8	protein_coding	cysteine/histidine-rich 1
ENSG00000244055.1	0.0	0.53	0.0	0.0	AC007566.10	chr7	antisense		--
ENSG00000218198.3	0.0	1.92	0.0	0.0	RPS20P32	chr13	processed_pseudogene	ribosomal protein S20 pseudogene 32
ENSG00000270625.1	2.95	5.51	11.96	11.73	RP4-555N2.4	chrX	processed_pseudogene		--
ENSG00000214856.11	0.0	0.34	0.0	0.0	KRT16P1	chr17	transcribed_unprocessed_pseudogene	entry withdrawn
ENSG00000233884.1	1.37	0.0	0.0	0.0	XXyac-YM21GA2.3	chr9	antisense		--
ENSG00000267213.4	2.76	2.46	0.0	4.12	AC007773.2	chr19	antisense		--
ENSG00000124067.16	12.45	9.04	33.05	29.34	SLC12A4	chr16	protein_coding	solute carrier family 12 (potassium/chloride transporter), member 4
ENSG00000274717.1	0.84	3.86	0.0	0.0	RP1-47A17.1	chr22	processed_pseudogene		--
ENSG00000164904.15	1.47	2.1	14.55	1.59	ALDH7A1	chr5	protein_coding	aldehyde dehydrogenase 7 family, member A1
ENSG00000114439.18	5.11	3.85	3.4	1.67	BBX	chr3	protein_coding	bobby sox homolog (Drosophila)
ENSG00000262714.1	1.25	0.96	0.0	0.0	RP11-44F14.8	chr16	lincRNA		--
ENSG00000087087.18	18.56	21.09	24.73	13.48	SRRT	chr7	protein_coding	serrate, RNA effector molecule
ENSG00000221818.8	1.23	0.44	3.0	0.0	EBF2	chr8	protein_coding	early B-cell factor 2
ENSG00000198520.10	0.0	0.38	0.0	0.0	C1orf228	chr1	protein_coding	chromosome 1 open reading frame 228
ENSG00000101365.20	9.48	10.57	4.42	17.37	IDH3B	chr20	protein_coding	isocitrate dehydrogenase 3 (NAD+) beta
ENSG00000278966.2	1.47	0.38	0.0	0.0	RP5-1174N9.2	chr1	TEC		--
ENSG00000258881.6	1.13	1.72	1.96	1.92	AC007040.11	chr2	protein_coding		--
ENSG00000134824.13	18.62	16.82	19.65	22.5	FADS2	chr11	protein_coding	fatty acid desaturase 2
ENSG00000179044.15	0.54	0.54	0.0	0.0	EXOC3L1	chr16	protein_coding	exocyst complex component 3-like 1
ENSG00000214147.2	0.0	1.13	13.49	0.0	RP11-332P22.2	chr3	processed_pseudogene		--
ENSG00000135838.13	0.42	0.11	5.14	1.26	NPL	chr1	protein_coding	N-acetylneuraminate pyruvate lyase (dihydrodipicolinate synthase)
ENSG00000235779.7	0.58	0.89	0.0	0.0	AC079779.5	chr2	lincRNA		--
ENSG00000272646.1	0.0	0.0	0.0	28.11	RP11-188P17.2	chr4	lincRNA		--
ENSG00000204688.9	0.58	0.2	0.0	0.0	OR2H1	chr6	protein_coding	olfactory receptor, family 2, subfamily H, member 1
ENSG00000201659.1	0.0	2.19	0.0	0.0	RNU12-2P	chrX	snRNA	RNA, U12 small nuclear 2, pseudogene
ENSG00000248956.1	0.0	1.2	0.0	0.0	HMGB1P44	chr4	processed_pseudogene	high mobility group box 1 pseudogene 44
ENSG00000127419.16	6.07	6.51	11.64	5.71	TMEM175	chr4	protein_coding	transmembrane protein 175
ENSG00000229433.1	0.52	0.4	0.0	0.0	RP11-329B9.1	chr3	lincRNA		--
ENSG00000204176.13	0.41	0.67	0.0	0.0	SYT15	chr10	protein_coding	synaptotagmin XV
ENSG00000227028.6	0.36	1.08	4.31	1.06	SLC8A1-AS1	chr2	antisense	SLC8A1 antisense RNA 1
ENSG00000164934.13	2.45	2.5	7.94	6.82	DCAF13	chr8	protein_coding	DDB1 and CUL4 associated factor 13
ENSG00000116750.13	2.73	3.36	9.68	4.07	UCHL5	chr1	protein_coding	ubiquitin carboxyl-terminal hydrolase L5
ENSG00000246640.1	0.27	0.54	0.0	0.0	RP11-1094H24.4	chr17	lincRNA		--
ENSG00000160075.11	8.5	12.19	4.69	14.58	SSU72	chr1	protein_coding	SSU72 RNA polymerase II CTD phosphatase homolog (S. cerevisiae)
ENSG00000165475.13	2.54	1.73	0.0	0.0	CRYL1	chr13	protein_coding	crystallin, lambda 1
ENSG00000275787.1	0.0	0.0	0.0	24.03	OR7G15P	chr19	unprocessed_pseudogene	olfactory receptor, family 7, subfamily G, member 15 pseudogene
ENSG00000256283.1	0.0	1.12	0.0	0.0	METTL8P1	chr12	processed_pseudogene	methyltransferase like 8 pseudogene 1
ENSG00000126453.9	3.18	3.59	8.57	8.4	BCL2L12	chr19	protein_coding	BCL2-like 12 (proline rich)
ENSG00000224329.2	0.0	1.5	0.0	8.76	LINC00297	chr13	lincRNA	long intergenic non-protein coding RNA 297
ENSG00000176787.2	0.69	0.0	0.0	0.0	OR52E2	chr11	protein_coding	olfactory receptor, family 52, subfamily E, member 2
ENSG00000188428.16	2.0	0.64	0.0	0.0	BLOC1S5	chr6	protein_coding	biogenesis of lysosomal organelles complex-1, subunit 5, muted
ENSG00000249337.2	0.0	0.9	0.0	0.0	SNX18P25	chr4	processed_pseudogene	sorting nexin 18 pseudogene 25
ENSG00000162522.10	12.29	13.58	11.26	17.27	KIAA1522	chr1	protein_coding	KIAA1522
ENSG00000118402.5	4.86	5.73	0.0	0.0	ELOVL4	chr6	protein_coding	ELOVL fatty acid elongase 4
ENSG00000279088.1	1.09	4.7	13.19	6.47	RP11-574K11.24	chr10	TEC		--
ENSG00000066697.14	2.13	1.24	14.8	0.0	MSANTD3	chr9	protein_coding	Myb/SANT-like DNA-binding domain containing 3
ENSG00000203266.2	0.0	0.89	21.18	0.0	RP11-560A15.3	chr20	lincRNA		--
ENSG00000257642.1	0.0	1.25	0.0	0.0	RP11-474B16.1	chr12	antisense		--
ENSG00000139517.7	2.9	1.77	1.76	4.32	LNX2	chr13	protein_coding	ligand of numb-protein X 2
ENSG00000132874.13	0.8	0.88	0.0	2.38	SLC14A2	chr18	protein_coding	solute carrier family 14 (urea transporter), member 2
ENSG00000165240.17	3.07	2.32	0.0	2.81	ATP7A	chrX	protein_coding	ATPase, Cu++ transporting, alpha polypeptide
ENSG00000253503.5	0.0	0.95	0.0	11.17	RP11-653B10.1	chr8	lincRNA		--
ENSG00000006042.11	1.15	2.84	6.95	0.0	TMEM98	chr17	protein_coding	transmembrane protein 98
ENSG00000131149.17	11.46	11.76	9.63	8.4	GSE1	chr16	protein_coding	Gse1 coiled-coil protein
ENSG00000254248.1	1.69	0.0	10.27	5.04	RP11-320N21.2	chr8	antisense		--
ENSG00000223711.1	2.49	0.0	0.0	0.0	AC091633.3	chr3	antisense		--
ENSG00000183735.9	2.06	2.41	5.01	2.46	TBK1	chr12	protein_coding	TANK-binding kinase 1
ENSG00000205143.2	0.0	0.48	0.0	5.67	ARID3C	chr9	protein_coding	AT rich interactive domain 3C (BRIGHT-like)
ENSG00000231937.1	12.19	8.69	0.0	14.52	RP11-329E24.6	chrX	antisense		--
ENSG00000100626.16	2.88	2.39	2.59	0.0	GALNT16	chr14	protein_coding	polypeptide N-acetylgalactosaminyltransferase 16
ENSG00000116580.18	3.32	3.42	4.8	0.94	GON4L	chr1	protein_coding	gon-4-like (C. elegans)
ENSG00000116161.17	5.29	3.34	33.19	1.09	CACYBP	chr1	protein_coding	calcyclin binding protein
ENSG00000203808.10	1.26	0.32	0.0	0.0	BVES-AS1	chr6	antisense	BVES antisense RNA 1
ENSG00000241959.3	0.0	2.37	0.0	0.0	RN7SL76P	chr7	misc_RNA	RNA, 7SL, cytoplasmic 76, pseudogene
ENSG00000150551.10	0.0	1.04	0.0	0.0	LYPD1	chr2	protein_coding	LY6/PLAUR domain containing 1
ENSG00000171533.11	0.0	0.49	0.0	1.91	MAP6	chr11	protein_coding	microtubule-associated protein 6
ENSG00000250427.1	0.0	0.56	0.0	0.0	CTD-3179P9.2	chr5	lincRNA		--
ENSG00000231718.1	1.17	0.45	0.0	0.0	RP11-382E9.1	chr1	lincRNA		--
ENSG00000140107.10	0.37	0.95	0.0	0.0	SLC25A47	chr14	protein_coding	solute carrier family 25, member 47
ENSG00000249797.1	0.0	0.52	0.0	0.0	CTD-3179P9.1	chr5	lincRNA		--
ENSG00000133858.15	6.01	5.68	5.21	6.64	ZFC3H1	chr12	protein_coding	zinc finger, C3H1-type containing
ENSG00000245598.6	0.0	0.41	0.0	0.0	DACT3-AS1	chr19	antisense	DACT3 antisense RNA 1
ENSG00000227536.1	0.86	0.22	0.0	0.0	SOCS5P4	chrX	processed_pseudogene	suppressor of cytokine signaling 5 pseudogene 4
ENSG00000227018.1	1.32	0.0	0.0	0.0	IL6STP1	chr17	processed_pseudogene	interleukin 6 signal transducer (gp130, oncostatin M receptor) pseudogene 1
ENSG00000116171.16	1.46	1.96	7.58	1.24	SCP2	chr1	protein_coding	sterol carrier protein 2
ENSG00000105136.19	0.81	0.33	0.0	3.86	ZNF419	chr19	protein_coding	zinc finger protein 419
