#Chr	Start	End	PeakID	Tags	Strand	Length	maxHeight	Summit
chr20	21503388	21503443	chr20_232434	4	-	56	4	21503409
chr20	25226640	25226696	chr20_226938	6	+	57	5	25226663
chr20	26209229	26209295	chr20_232856	85	-	67	73	26209266
chr20	26209800	26209839	chr20_232859	23	-	40	22	26209820
chr20	29299428	29299491	chr20_232864	6	-	64	5	29299458
chr20	29299538	29299604	chr20_232865	6	-	67	6	29299560
chr20	30486584	30486636	chr20_232876	6	-	53	6	30486602
chr20	30487420	30487466	chr20_232878	8	-	47	8	30487429
chr20	30513575	30513653	chr20_232889	8	-	79	6	30513615
chr20	30514051	30514120	chr20_232892	13	-	70	12	30514095
chr20	30514426	30514457	chr20_232894	7	-	32	7	30514434
chr20	31514509	31514570	chr20_227038	12	+	62	9	31514530
chr20	31549272	31549347	chr20_227088	9	+	76	6	31549309
chr20	31551918	31551964	chr20_227099	13	+	47	13	31551933
chr20	31569275	31569321	chr20_227147	6	+	47	6	31569285
chr20	32762564	32762624	chr20_227431	4	+	61	4	32762593
chr20	32848944	32849006	chr20_227479	5	+	63	4	32848963
chr20	34295491	34295546	chr20_233261	6	-	56	5	34295514
chr20	34508993	34509014	chr20_233276	6	-	22	6	34508995
chr20	34552807	34552829	chr20_233277	4	-	23	4	34552809
chr20	35176340	35176409	chr20_227796	6	+	70	4	35176382
chr20	35284502	35284521	chr20_227806	4	+	20	4	35284503
chr20	35547430	35547492	chr20_227898	6	+	63	5	35547451
chr20	35742009	35742081	chr20_233782	6	-	73	4	35742050
chr20	35954275	35954312	chr20_233790	5	-	38	5	35954291
chr20	36046254	36046291	chr20_233793	5	-	38	5	36046268
chr20	38011604	38011679	chr20_234077	6	-	76	4	38011639
chr20	38425181	38425273	chr20_234130	23	-	93	11	38425211
chr20	38425304	38425357	chr20_234131	7	-	54	7	38425327
chr20	38427298	38427418	chr20_234136	32	-	121	14	38427361
chr20	38433861	38433972	chr20_234162	29	-	112	16	38433880
chr20	43687020	43687072	chr20_228802	7	+	53	5	43687061
chr20	44499017	44499246	chr20_234428	4	-	230	4	44499098
chr20	45330548	45330564	chr20_234565	5	-	17	5	45330549
chr20	45333022	45333025	chr20_234566	5	-	4	5	45333022
chr20	49278944	49279022	chr20_229402	33	+	79	15	49278999
chr20	49280323	49280401	chr20_229404	47	+	79	27	49280343
chr20	49280692	49280765	chr20_229406	31	+	74	17	49280744
chr20	50082269	50082318	chr20_235162	5	-	50	5	50082288
chr20	58891421	58891468	chr20_230057	8	+	48	8	58891443
chr20	58891722	58891792	chr20_230062	13	+	71	8	58891773
chr20	58903687	58903791	chr20_230095	15	+	105	8	58903698
chr20	58909683	58909784	chr20_230109	15	+	102	7	58909699
chr20	61235730	61235752	chr20_235912	5	-	23	5	61235732
chr20	62139074	62139136	chr20_235977	4	-	63	4	62139111
chr20	62139802	62139835	chr20_235981	4	-	34	4	62139803
chr20	62143222	62143252	chr20_235983	4	-	31	4	62143227
chr20	62308754	62308826	chr20_230439	6	+	73	6	62308784
chr20	62388430	62388487	chr20_230451	8	+	58	7	62388461
chr20	62800517	62800537	chr20_236194	6	-	21	6	62800520
chr20	63493166	63493247	chr20_236410	8	-	82	5	63493212
chr20	63521304	63521377	chr20_230698	9	+	74	5	63521349
chr21	6992241	6992301	chr21_239582	7	-	61	4	6992243
chr21	8209846	8209987	chr21_236749	10	+	142	6	8209921
chr21	8213919	8214103	chr21_236759	15	+	185	7	8214037
chr21	8215836	8215876	chr21_236768	9	+	41	9	8215842
chr21	8216289	8216356	chr21_236770	8	+	68	8	8216309
chr21	8216669	8216765	chr21_236773	12	+	97	11	8216711
chr21	8217586	8217639	chr21_236778	7	+	54	7	8217604
chr21	8217683	8217850	chr21_236779	8	+	168	7	8217793
chr21	8217922	8218009	chr21_236780	14	+	88	10	8217945
chr21	8218614	8218685	chr21_236784	14	+	72	12	8218648
chr21	8218777	8218878	chr21_236785	18	+	102	10	8218805
chr21	8254365	8254404	chr21_236795	11	+	40	11	8254377
chr21	8256775	8256813	chr21_236801	3	+	39	3	8256779
chr21	8258107	8258142	chr21_236802	5	+	36	5	8258107
chr21	8258254	8258334	chr21_236804	12	+	81	9	8258257
chr21	8260065	8260114	chr21_236810	9	+	50	9	8260075
chr21	8260521	8260628	chr21_236814	11	+	108	10	8260541
chr21	8260808	8260843	chr21_236816	7	+	36	7	8260813
chr21	8260916	8260970	chr21_236817	6	+	55	6	8260938
chr21	8392766	8392808	chr21_236821	6	+	43	6	8392780
chr21	8396924	8397027	chr21_236831	11	+	104	7	8396925
chr21	8397029	8397133	chr21_236832	12	+	105	10	8397088
chr21	8399326	8399432	chr21_236845	15	+	107	12	8399347
chr21	8399613	8399647	chr21_236846	6	+	35	6	8399615
chr21	8399739	8399797	chr21_236847	8	+	59	8	8399742
chr21	8400811	8400870	chr21_236850	7	+	60	7	8400842
chr21	8400960	8401048	chr21_236851	15	+	89	12	8400982
chr21	8401759	8401817	chr21_236856	20	+	59	20	8401792
chr21	8401831	8401927	chr21_236857	16	+	97	12	8401865
chr21	8436935	8437012	chr21_236862	9	+	78	7	8436983
chr21	8437094	8437133	chr21_236863	6	+	40	6	8437103
chr21	8441144	8441193	chr21_236871	6	+	50	6	8441145
chr21	8441206	8441380	chr21_236872	23	+	175	13	8441314
chr21	8443099	8443147	chr21_236881	8	+	49	8	8443115
chr21	8443469	8443668	chr21_236883	16	+	200	11	8443579
chr21	8443848	8443883	chr21_236885	6	+	36	6	8443849
chr21	8443930	8444034	chr21_236886	13	+	105	11	8443979
chr21	8444855	8444911	chr21_236888	5	+	57	5	8444873
chr21	8445830	8445955	chr21_236893	22	+	126	14	8445929
chr21	8446048	8446160	chr21_236895	21	+	113	14	8446121
chr21	8759586	8759632	chr21_236897	4	+	47	4	8759610
chr21	8988230	8988317	chr21_236898	9	+	88	8	8988288
chr21	14644689	14644713	chr21_236992	7	+	25	7	14644691
chr21	16643953	16643971	chr21_239677	4	-	19	4	16643954
chr21	25855796	25855833	chr21_237209	4	+	38	4	25855802
chr21	25954589	25954632	chr21_239824	8	-	44	8	25954607
chr21	25955734	25955755	chr21_239827	6	-	22	6	25955754
chr21	25975069	25975133	chr21_239832	8	-	65	6	25975069
chr21	26842368	26842469	chr21_239952	10	-	102	6	26842379
chr21	26844822	26844946	chr21_239965	14	-	125	6	26844841
chr21	26844956	26845009	chr21_239966	7	-	54	6	26844984
chr21	26845080	26845166	chr21_239968	13	-	87	6	26845137
chr21	31659726	31659804	chr21_237387	8	+	79	5	31659732
chr21	32377186	32377259	chr21_240433	10	-	74	9	32377236
chr21	33551785	33551850	chr21_237563	7	+	66	6	33551809
chr21	36070037	36070098	chr21_237791	5	+	62	4	36070067
chr21	36245164	36245201	chr21_237814	4	+	38	4	36245183
chr21	39235511	39235533	chr21_238138	6	+	23	6	39235513
chr21	39665062	39665080	chr21_241054	4	-	19	4	39665063
chr21	43271515	43271536	chr21_241299	5	-	22	5	43271517
chr21	43565191	43565268	chr21_238386	19	+	78	15	43565220
chr21	43694797	43694846	chr21_238444	5	+	50	5	43694799
chr21	44312079	44312114	chr21_238763	5	+	36	5	44312104
chr21	45264742	45264856	chr21_241507	7	-	115	4	45264819
chr21	45468406	45468571	chr21_239060	10	+	166	5	45468519
chr21	45512187	45512270	chr21_239152	9	+	84	6	45512219
chr21	45986556	45986588	chr21_239221	5	+	33	5	45986569
chr21	46003860	46003900	chr21_239266	5	+	41	5	46003873
chr21	46132393	46132450	chr21_239311	5	+	58	5	46132415
chr21	46551649	46551671	chr21_239515	5	+	23	5	46551654
chr22	11630587	11630638	chr22_210061	11	+	52	11	11630596
chr22	18118761	18118789	chr22_217971	4	-	29	4	18118762
chr22	19036636	19036740	chr22_218023	9	-	105	5	19036706
chr22	19041806	19041915	chr22_218059	10	-	110	5	19041814
chr22	19122375	19122414	chr22_218143	5	-	40	5	19122389
chr22	19176446	19176494	chr22_218181	6	-	49	4	19176448
chr22	19456537	19456558	chr22_218392	4	-	22	4	19456539
chr22	19767225	19767322	chr22_210610	7	+	98	5	19767282
chr22	19942362	19942392	chr22_210628	5	+	31	5	19942364
chr22	20114991	20115107	chr22_218608	8	-	117	6	20115044
chr22	20117574	20117664	chr22_210848	11	+	91	5	20117601
chr22	20126399	20126452	chr22_210870	11	+	54	8	20126422
chr22	20126455	20126520	chr22_210871	13	+	66	11	20126500
chr22	20146011	20146091	chr22_210928	6	+	81	5	20146027
chr22	20490696	20490736	chr22_218738	5	-	41	5	20490698
chr22	20953235	20953306	chr22_211143	6	+	72	5	20953277
chr22	21903508	21903532	chr22_219036	4	-	25	4	21903510
chr22	22268153	22268184	chr22_219160	4	-	32	4	22268155
chr22	23694355	23694398	chr22_219333	5	-	44	5	23694366
chr22	23717149	23717240	chr22_219369	9	-	92	5	23717175
chr22	23767833	23767924	chr22_219406	9	-	92	7	23767893
chr22	23786982	23787059	chr22_211691	5	+	78	4	23787038
chr22	23895039	23895222	chr22_211716	49	+	184	15	23895157
chr22	24176197	24176247	chr22_211907	5	+	51	5	24176227
chr22	24556001	24556071	chr22_212033	10	+	71	8	24556034
chr22	29306974	29306996	chr22_220097	4	-	23	4	29306975
chr22	29333173	29333241	chr22_220129	12	-	69	9	29333185
chr22	29581300	29581321	chr22_220260	4	-	22	4	29581303
chr22	29698442	29698461	chr22_220263	4	-	20	4	29698443
chr22	30356799	30356869	chr22_220405	9	-	71	8	30356816
chr22	31956657	31956860	chr22_213545	9	+	204	5	31956751
chr22	32270734	32270774	chr22_213590	4	+	41	4	32270749
chr22	35424153	35424197	chr22_213794	5	+	45	5	35424156
chr22	36519436	36519511	chr22_221519	8	-	76	6	36519480
chr22	36526054	36526131	chr22_221529	12	-	78	6	36526084
chr22	37568107	37568153	chr22_213993	7	+	47	5	37568113
chr22	37805301	37805489	chr22_214183	18	+	189	9	37805321
chr22	38291622	38291716	chr22_221903	12	-	95	7	38291675
chr22	38293855	38293899	chr22_221920	5	-	45	5	38293868
chr22	38293959	38294047	chr22_221922	7	-	89	5	38293996
chr22	38296368	38296392	chr22_221939	5	-	25	5	38296372
chr22	38300723	38300844	chr22_221966	12	-	122	7	38300764
chr22	38302860	38302902	chr22_221973	6	-	43	6	38302870
chr22	38317207	38317304	chr22_222007	13	-	98	7	38317212
chr22	38483834	38483893	chr22_222086	8	-	60	7	38483841
chr22	38489209	38489294	chr22_222132	11	-	86	9	38489268
chr22	38489441	38489523	chr22_222135	13	-	83	10	38489482
chr22	38489913	38490022	chr22_222141	12	-	110	8	38489993
chr22	38494020	38494082	chr22_222168	8	-	63	6	38494034
chr22	38494766	38494802	chr22_222171	9	-	37	9	38494781
chr22	38498439	38498480	chr22_222181	7	-	42	6	38498455
chr22	38501172	38501211	chr22_222188	10	-	40	10	38501193
chr22	38732268	38732310	chr22_214526	5	+	43	5	38732284
chr22	38735692	38735724	chr22_222282	5	-	33	5	38735696
chr22	38863585	38863687	chr22_222355	8	-	103	6	38863630
chr22	38871691	38871732	chr22_222403	5	-	42	5	38871706
chr22	39136143	39136178	chr22_222419	4	-	36	4	39136144
chr22	39315194	39315305	chr22_222452	130	-	112	66	39315231
chr22	39319042	39319113	chr22_222469	117	-	72	74	39319075
chr22	40636648	40636667	chr22_215016	4	+	20	4	40636650
chr22	40856564	40856624	chr22_222688	6	-	61	4	40856590
chr22	40951401	40951433	chr22_215039	4	+	33	4	40951414
chr22	41245929	41245987	chr22_222706	7	-	59	7	41245952
chr22	41264757	41264843	chr22_222770	8	-	87	5	41264822
chr22	41524883	41524937	chr22_215302	4	+	55	4	41524901
chr22	41529043	41529103	chr22_222883	6	-	61	6	41529062
chr22	41688804	41688880	chr22_222998	7	-	77	4	41688846
chr22	41925512	41925554	chr22_223038	4	-	43	4	41925539
chr22	42428305	42428327	chr22_223301	6	-	23	6	42428309
chr22	43167496	43167538	chr22_223610	5	-	43	5	43167513
chr22	43848581	43848603	chr22_215688	4	+	23	4	43848582
chr22	44150656	44150736	chr22_215827	22	+	81	16	44150673
chr22	45309426	45309447	chr22_216077	6	+	22	6	45309428
chr22	45531289	45531324	chr22_216150	5	+	36	5	45531319
chr22	45533062	45533080	chr22_216152	5	+	19	5	45533062
chr22	45533766	45533829	chr22_216154	6	+	64	6	45533797
chr22	45543479	45543532	chr22_216161	6	+	54	5	45543499
chr22	45671989	45672055	chr22_216197	5	+	67	4	45672027
chr22	49960781	49960881	chr22_217017	11	+	101	7	49960847
chr22	49961594	49961650	chr22_217026	7	+	57	5	49961600
chr22	50217340	50217385	chr22_217177	5	+	46	5	50217364
chr22	50217712	50217760	chr22_224543	6	-	49	5	50217736
chr22	50227030	50227077	chr22_224602	5	-	48	5	50227052
chr22	50244846	50244904	chr22_224637	6	-	59	5	50244878
chr22	50287110	50287156	chr22_224791	5	-	47	5	50287114
chr22	50423555	50423602	chr22_217271	5	+	48	5	50423582
chr22	50460085	50460159	chr22_224901	6	-	75	5	50460124
chr22	50467531	50467602	chr22_224933	7	-	72	5	50467536
chr22	50503341	50503387	chr22_224949	5	-	47	5	50503367
chr22	50503403	50503480	chr22_224950	11	-	78	8	50503460
chr22	50583106	50583128	chr22_217386	4	+	23	4	50583107
chr3	9819435	9819489	chr3_300648	7	+	55	6	9819436
chr3	9944779	9944816	chr3_300703	4	+	38	4	9944784
chr3	10151185	10151272	chr3_300816	8	+	88	5	10151243
chr3	10249217	10249282	chr3_300833	4	+	66	4	10249242
chr3	12503518	12503556	chr3_301200	4	+	39	4	12503532
chr3	12611949	12612007	chr3_315225	4	-	59	4	12611973
chr3	12840409	12840452	chr3_315266	5	-	44	5	12840428
chr3	12967529	12967548	chr3_301319	4	+	20	4	12967531
chr3	12905314	12905377	chr3_315296	5	-	64	5	12905329
chr3	13316394	13316420	chr3_315548	8	-	27	8	13316399
chr3	13323308	13323360	chr3_315582	8	-	53	6	13323330
chr3	13379659	13379721	chr3_315700	7	-	63	5	13379707
chr3	14141790	14141828	chr3_301390	5	+	39	5	14141795
chr3	15046924	15046985	chr3_315893	6	-	62	5	15046936
chr3	15645491	15645552	chr3_301659	4	+	62	4	15645510
chr3	23919390	23919765	chr3_302288	9	+	376	4	23919509
chr3	31532933	31533025	chr3_302629	10	+	93	5	31532972
chr3	33717992	33718034	chr3_316873	6	-	43	6	33718011
chr3	38479127	38479229	chr3_303445	8	+	103	5	38479147
chr3	40457335	40457399	chr3_303653	9	+	65	7	40457359
chr3	41199474	41199569	chr3_303721	8	+	96	5	41199501
chr3	41199591	41199670	chr3_303722	8	+	80	6	41199652
chr3	41224528	41224590	chr3_303746	8	+	63	5	41224568
chr3	41224592	41224716	chr3_303747	12	+	125	5	41224679
chr3	41225405	41225500	chr3_303753	9	+	96	7	41225473
chr3	41233528	41233577	chr3_303765	6	+	50	6	41233546
chr3	41233685	41233804	chr3_303768	12	+	120	8	41233719
chr3	41236652	41236709	chr3_303779	7	+	58	5	41236704
chr3	41238015	41238043	chr3_303781	5	+	29	5	41238015
chr3	41239807	41239898	chr3_303790	8	+	92	5	41239842
chr3	42553339	42553371	chr3_317174	4	-	33	4	42553340
chr3	42568876	42568920	chr3_317185	4	-	45	4	42568890
chr3	42629796	42629853	chr3_303982	7	+	58	6	42629826
chr3	42664682	42664754	chr3_304050	5	+	73	4	42664725
chr3	42803419	42803475	chr3_317219	4	-	57	4	42803449
chr3	42858042	42858063	chr3_304066	4	+	22	4	42858044
chr3	45520244	45520263	chr3_317415	3	-	20	3	45520246
chr3	45688986	45689041	chr3_317423	10	-	56	10	45688996
chr3	46419316	46419337	chr3_304399	6	+	22	6	46419317
chr3	47427534	47427595	chr3_317773	6	-	62	5	47427552
chr3	47847272	47847299	chr3_304681	5	+	28	5	47847273
chr3	48456645	48456683	chr3_318202	4	-	39	4	48456651
chr3	48656730	48656756	chr3_304834	7	+	27	7	48656730
chr3	48604396	48604431	chr3_318312	8	-	36	8	48604415
chr3	48604650	48604780	chr3_318313	14	-	131	8	48604650
chr3	48680105	48680184	chr3_318452	5	-	80	4	48680143
chr3	49013437	49013509	chr3_304952	8	+	73	5	49013438
chr3	49020196	49020221	chr3_318590	5	-	26	5	49020203
chr3	49020670	49020695	chr3_318591	8	-	26	8	49020675
chr3	49022359	49022406	chr3_304978	4	+	48	4	49022380
chr3	49024919	49024963	chr3_318601	7	-	45	6	49024946
chr3	49077019	49077038	chr3_318685	8	-	20	8	49077035
chr3	49093898	49093950	chr3_318697	8	-	53	8	49093911
chr3	49126364	49126442	chr3_318828	10	-	79	7	49126415
chr3	49163376	49163413	chr3_318866	4	-	38	4	49163381
chr3	49349121	49349143	chr3_305021	6	+	23	6	49349122
chr3	49375539	49375591	chr3_318926	8	-	53	5	49375548
chr3	49411819	49411938	chr3_318939	14	-	120	6	49411826
chr3	49532208	49532307	chr3_305086	8	+	100	6	49532261
chr3	49738211	49738253	chr3_319024	5	-	43	5	49738215
chr3	50275386	50275407	chr3_305540	4	+	22	4	50275390
chr3	50358612	50358687	chr3_319239	6	-	76	5	50358617
chr3	50358768	50358897	chr3_319241	10	-	130	7	50358854
chr3	51694462	51694498	chr3_319373	12	-	37	12	51694464
chr3	51993630	51993739	chr3_319432	13	-	110	5	51993657
chr3	51995856	51995895	chr3_319441	8	-	40	7	51995872
chr3	52054189	52054239	chr3_319456	5	-	51	5	52054215
chr3	52256888	52256924	chr3_319561	4	-	37	4	52256905
chr3	52487281	52487378	chr3_306170	9	+	98	6	52487331
chr3	52524489	52524589	chr3_319645	16	-	101	12	52524530
chr3	52531304	52531358	chr3_319677	6	-	55	6	52531333
chr3	52688889	52688954	chr3_306242	33	+	66	25	52688932
chr3	52690751	52690817	chr3_306249	23	+	67	20	52690797
chr3	52691377	52691445	chr3_306251	35	+	69	27	52691421
chr3	52692742	52692804	chr3_306253	51	+	63	32	52692785
chr3	52697810	52697856	chr3_319764	5	-	47	5	52697834
chr3	52706156	52706276	chr3_306271	9	+	121	4	52706189
chr3	53255948	53255993	chr3_320030	9	-	46	9	53255970
chr3	57757172	57757251	chr3_306801	6	+	80	5	57757202
chr3	58105086	58105116	chr3_306921	5	+	31	5	58105088
chr3	79018743	79018825	chr3_322533	9	-	83	5	79018763
chr3	79018895	79018977	chr3_322535	7	-	83	6	79018918
chr3	79019108	79019166	chr3_322537	5	-	59	5	79019135
chr3	79019368	79019424	chr3_322540	6	-	57	5	79019405
chr3	87097013	87097075	chr3_322617	5	-	63	5	87097041
chr3	87097002	87097054	chr3_307954	5	+	53	5	87097032
chr3	87098241	87098287	chr3_307960	5	+	47	5	87098259
chr3	94058894	94058896	chr3_322709	4	-	3	4	94058895
chr3	94059978	94059995	chr3_322711	4	-	18	4	94059978
chr3	98515996	98516024	chr3_322759	4	-	29	4	98515998
chr3	114732646	114732671	chr3_309465	4	+	26	4	114732649
chr3	119240596	119240622	chr3_323488	4	-	27	4	119240604
chr3	119513667	119513719	chr3_309529	4	+	53	4	119513702
chr3	120402839	120402885	chr3_323664	4	-	47	4	120402845
chr3	120670432	120670454	chr3_309568	4	+	23	4	120670432
chr3	121911591	121911611	chr3_309630	6	+	21	6	121911593
chr3	123514520	123514543	chr3_309806	6	+	24	6	123514521
chr3	126007139	126007210	chr3_324225	5	-	72	5	126007174
chr3	126352755	126352807	chr3_324324	5	-	53	5	126352770
chr3	127573599	127573639	chr3_324440	4	-	41	4	127573621
chr3	127608381	127608451	chr3_310226	7	+	71	6	127608431
chr3	128067107	128067151	chr3_310341	8	+	45	8	128067142
chr3	128067420	128067435	chr3_310342	5	+	16	5	128067420
chr3	128070898	128070944	chr3_310362	6	+	47	5	128070920
chr3	128242782	128242805	chr3_324560	7	-	24	7	128242786
chr3	128631947	128632093	chr3_324620	7	-	147	5	128632057
chr3	128637834	128637880	chr3_324623	5	-	47	5	128637845
chr3	128650666	128650770	chr3_324632	11	-	105	6	128650699
chr3	129171663	129171771	chr3_324700	13	-	109	8	129171766
chr3	129183775	129183797	chr3_324708	8	-	23	8	129183775
chr3	129315597	129315690	chr3_324724	7	-	94	5	129315612
chr3	131362274	131362298	chr3_324954	6	-	25	6	131362278
chr3	131479096	131479150	chr3_324972	5	-	55	4	131479104
chr3	133573823	133573857	chr3_311041	4	+	35	4	133573826
chr3	136298025	136298060	chr3_311176	4	+	36	4	136298033
chr3	141051578	141051601	chr3_325665	4	-	24	4	141051579
chr3	140941882	140941910	chr3_311417	4	+	29	4	140941887
chr3	141876757	141876850	chr3_311581	10	+	94	5	141876793
chr3	149138627	149138652	chr3_311859	5	+	26	5	149138630
chr3	150546206	150546251	chr3_326112	5	-	46	5	150546218
chr3	151376815	151376836	chr3_326151	9	-	22	9	151376818
chr3	152268851	152268874	chr3_312127	6	+	24	6	152268853
chr3	156554968	156555031	chr3_326324	5	-	64	5	156554991
chr3	160514938	160514994	chr3_326444	11	-	57	8	160514959
chr3	160515008	160515081	chr3_326445	13	-	74	10	160515051
chr3	169764609	169764685	chr3_326830	26	-	77	22	169764630
chr3	169764978	169765017	chr3_326834	6	-	40	6	169764984
chr3	171140412	171140436	chr3_312961	12	+	25	12	171140414
chr3	179971645	179971665	chr3_327280	9	-	21	9	179971647
chr3	179974015	179974017	chr3_327281	6	-	3	6	179974015
chr3	180151709	180151731	chr3_313424	4	+	23	4	180151709
chr3	181822869	181822908	chr3_327298	17	-	40	17	181822871
chr3	184317785	184317816	chr3_313747	7	+	32	7	184317801
chr3	184319688	184319711	chr3_313752	7	+	24	7	184319688
chr3	184320634	184320722	chr3_313755	11	+	89	5	184320669
chr3	184321679	184321714	chr3_313763	8	+	36	8	184321686
chr3	184325695	184325771	chr3_313793	45	+	77	26	184325738
chr3	184326526	184326629	chr3_313796	12	+	104	5	184326573
chr3	184335211	184335317	chr3_313841	10	+	107	5	184335293
chr3	186572161	186572205	chr3_313996	4	+	45	4	186572184
chr3	186786736	186786852	chr3_314016	36	+	117	21	186786791
chr3	186787322	186787357	chr3_314018	25	+	36	25	186787334
chr3	186787390	186787434	chr3_314019	10	+	45	10	186787414
chr3	196055173	196055273	chr3_328176	11	-	101	6	196055212
chr3	196065556	196065600	chr3_328190	6	-	45	5	196065573
chr3	197027819	197027861	chr3_328360	4	-	43	4	197027837
chr3	197950192	197950221	chr3_314498	8	+	30	7	197950212
chr3	197950935	197950978	chr3_314501	13	+	44	8	197950935
chr4	672454	672511	chr4_292180	4	-	58	4	672473
chr4	1023998	1024035	chr4_283697	5	+	38	5	1024007
chr4	1243399	1243467	chr4_292458	5	-	69	5	1243444
chr4	1243671	1243787	chr4_292459	7	-	117	5	1243722
chr4	1248228	1248270	chr4_292480	5	-	43	5	1248242
chr4	1718368	1718407	chr4_292551	4	-	40	4	1718381
chr4	1728735	1728787	chr4_283864	5	+	53	4	1728762
chr4	1799434	1799495	chr4_283907	5	+	62	5	1799449
chr4	1974635	1974720	chr4_284098	18	+	86	12	1974667
chr4	1974722	1974742	chr4_284099	5	+	21	5	1974724
chr4	2042790	2042824	chr4_284139	6	+	35	6	2042811
chr4	2942208	2942257	chr4_292888	4	-	50	4	2942222
chr4	6302108	6302159	chr4_285059	4	+	52	4	6302121
chr4	6640689	6640739	chr4_285099	6	+	51	5	6640703
chr4	6640983	6641042	chr4_285103	9	+	60	7	6641019
chr4	6642087	6642136	chr4_285112	7	+	50	6	6642107
chr4	20252067	20252160	chr4_285568	6	+	94	5	20252093
chr4	20252206	20252272	chr4_285570	7	+	67	6	20252245
chr4	20252304	20252355	chr4_285571	6	+	52	5	20252331
chr4	20252408	20252469	chr4_285573	6	+	62	6	20252432
chr4	20252479	20252621	chr4_285574	17	+	143	6	20252487
chr4	20252650	20252834	chr4_285575	14	+	185	6	20252726
chr4	20253011	20253082	chr4_285577	6	+	72	5	20253042
chr4	20253344	20253526	chr4_285580	16	+	183	6	20253384
chr4	20253770	20253994	chr4_285584	39	+	225	11	20253939
chr4	29752163	29752186	chr4_286192	4	+	24	4	29752164
chr4	36244485	36244507	chr4_286427	4	+	23	4	36244488
chr4	37862609	37862632	chr4_294208	8	-	24	8	37862614
chr4	40154377	40154399	chr4_294351	4	-	23	4	40154379
chr4	41257608	41257699	chr4_286642	8	+	92	5	41257665
chr4	41935220	41935393	chr4_286691	10	+	174	4	41935239
chr4	49231068	49231117	chr4_286881	5	+	50	5	49231084
chr4	52712644	52712677	chr4_286951	10	+	34	10	52712655
chr4	52712708	52712745	chr4_286952	7	+	38	7	52712724
chr4	54009977	54009996	chr4_294852	4	-	20	4	54009979
chr4	56460672	56460740	chr4_287213	7	+	69	7	56460707
chr4	59248684	59248708	chr4_287308	6	+	25	6	59248685
chr4	69430939	69431027	chr4_295138	13	-	89	11	69430982
chr4	70839688	70839736	chr4_295188	4	-	49	4	70839710
chr4	73154025	73154065	chr4_295308	5	-	41	5	73154042
chr4	75886380	75886412	chr4_287695	5	+	33	5	75886382
chr4	76306582	76306613	chr4_295552	11	-	32	11	76306587
chr4	77719302	77719337	chr4_295607	4	-	36	4	77719310
chr4	77818811	77818859	chr4_295629	4	-	49	4	77818824
chr4	82373704	82373807	chr4_295759	9	-	104	5	82373727
chr4	82428017	82428179	chr4_295787	6	-	163	6	82428062
chr4	82895848	82895927	chr4_295921	11	-	80	6	82895895
chr4	82898147	82898199	chr4_295926	14	-	53	13	82898166
chr4	86502103	86502129	chr4_288193	6	+	27	6	86502105
chr4	86594398	86594453	chr4_288195	5	+	56	5	86594422
chr4	99949704	99949740	chr4_296724	7	-	37	7	99949726
chr4	99950167	99950228	chr4_296726	10	-	62	7	99950167
chr4	99950239	99950268	chr4_296727	5	-	30	5	99950245
chr4	102826492	102826547	chr4_296966	4	-	56	4	102826521
chr4	105708843	105708909	chr4_288898	4	+	67	4	105708874
chr4	107003361	107003383	chr4_297163	4	-	23	4	107003363
chr4	108620576	108620600	chr4_289018	13	+	25	12	108620597
chr4	108621950	108621986	chr4_289023	18	+	37	17	108621958
chr4	112442014	112442064	chr4_289210	5	+	51	5	112442034
chr4	118279188	118279236	chr4_289438	17	+	49	16	118279213
chr4	119212766	119212786	chr4_289478	7	+	21	7	119212768
chr4	119237487	119237535	chr4_289488	6	+	49	6	119237512
chr4	120843973	120843995	chr4_289567	5	+	23	5	120843975
chr4	121950707	121950729	chr4_289582	4	+	23	4	121950710
chr4	128907307	128907332	chr4_290023	6	+	26	6	128907310
chr4	133150961	133151037	chr4_290049	7	+	77	5	133151015
chr4	139301697	139301765	chr4_290130	9	+	69	8	139301730
chr4	143185029	143185075	chr4_290276	4	+	47	4	143185048
chr4	143517354	143517385	chr4_290335	4	+	32	4	143517363
chr4	143700425	143700444	chr4_298649	4	-	20	4	143700426
chr4	151103827	151103890	chr4_290589	46	+	64	32	151103869
chr4	157206777	157206798	chr4_290925	2	+	22	2	157206777
chr4	157470774	157470799	chr4_290926	4	+	26	4	157470775
chr4	159462386	159462410	chr4_299434	4	-	25	4	159462389
chr4	173323121	173323342	chr4_291410	4	+	222	4	173323219
chr4	173334257	173334328	chr4_299721	9	-	72	4	173334271
chr4	176320073	176320101	chr4_291507	4	+	29	4	176320079
chr4	177814250	177814274	chr4_291576	9	+	25	9	177814252
chr4	188714314	188714334	chr4_300047	4	-	21	4	188714316
chr5	479093	479153	chr5_264391	4	+	61	4	479115
chr5	1344690	1344753	chr5_274593	7	-	64	6	1344726
chr5	1462457	1462526	chr5_274607	6	-	70	5	1462475
chr5	2754814	2754837	chr5_274699	5	-	24	5	2754818
chr5	3908005	3908028	chr5_274702	4	-	24	4	3908006
chr5	7300411	7300434	chr5_274785	12	-	24	12	7300417
chr5	10426416	10426467	chr5_264896	5	+	52	5	10426435
chr5	10444033	10444055	chr5_274866	3	-	23	3	10444036
chr5	16854026	16854055	chr5_265359	5	+	30	5	16854028
chr5	17217670	17217810	chr5_265361	4	+	141	4	17217769
