#Chr	Start	End	PeakID	Tags	Strand	Length	maxHeight	Summit	regionInfo	GeneID	Symbol	Chr	GeneType	Description
chr20	41172420	41172479	chr20_473900	7	+	60	6	41172423	CDS:1.0;	ENSG00000124181.14	PLCG1	chr20	protein_coding	phospholipase C, gamma 1
chr20	354195	354259	chr20_467306	7	+	65	5	354229	three_prime_UTR:1.0;	ENSG00000125841.12	NRSN2	chr20	protein_coding	neurensin 2
chr20	62312190	62312302	chr20_487680	11	-	113	7	62312263	CDS:1.0;	ENSG00000130702.13	LAMA5	chr20	protein_coding	laminin, alpha 5
chr20	58909325	58909391	chr20_476748	21	+	67	16	58909349	CDS:0.64;intron:0.36;	ENSG00000087460.23	GNAS	chr20	protein_coding	GNAS complex locus
chr20	38433851	38434035	chr20_484130	60	-	185	28	38433886	intron:1.0;	ENSG00000196756.11	SNHG17	chr20	processed_transcript	small nucleolar RNA host gene 17
chr20	62914271	62914362	chr20_488148	12	-	92	7	62914291	five_prime_UTR:1.0;	ENSG00000101191.16	DIDO1	chr20	protein_coding	death inducer-obliterator 1
chr20	2838243	2838311	chr20_478927	5	-	69	5	2838274	CDS:1.0;	ENSG00000132635.16	PCED1A	chr20	protein_coding	PC-esterase domain containing 1A
chr20	58895663	58895684	chr20_476708	6	+	22	6	58895681	CDS:1.0;	ENSG00000087460.23	GNAS	chr20	protein_coding	GNAS complex locus
chr20	2655656	2655746	chr20_467786	9	+	91	7	2655707	CDS:1.0;	ENSG00000101361.14	NOP56	chr20	protein_coding	NOP56 ribonucleoprotein
chr20	35626615	35626684	chr20_483167	5	-	70	5	35626652	CDS:1.0;	ENSG00000214078.11	CPNE1	chr20	protein_coding	copine I
chr20	56395552	56395613	chr20_476097	5	+	62	4	56395564	CDS:1.0;	ENSG00000101138.11	CSTF1	chr20	protein_coding	cleavage stimulation factor, 3' pre-RNA, subunit 1, 50kDa
chr20	35284453	35284541	chr20_482966	7	-	89	5	35284489	five_prime_UTR:0.61;CDS:0.39;	ENSG00000242372.6	EIF6	chr20	protein_coding	eukaryotic translation initiation factor 6
chr20	20824871	20824891	chr20_470392	4	+	21	4	20824873	intergenic;	--
chr20	59032235	59032304	chr20_487376	9	-	70	8	59032278	five_prime_UTR:0.77;CDS:0.23;	ENSG00000124172.9	ATP5E	chr20	protein_coding	ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit
chr20	38425288	38425333	chr20_484085	9	-	46	8	38425310	intron:1.0;	ENSG00000196756.11	SNHG17	chr20	processed_transcript	small nucleolar RNA host gene 17
chr20	43702865	43702903	chr20_474236	5	+	39	5	43702886	CDS:1.0;	ENSG00000101057.15	MYBL2	chr20	protein_coding	v-myb avian myeloblastosis viral oncogene homolog-like 2
chr20	58821047	58821084	chr20_487219	5	-	38	5	58821059	intron:1.0;	ENSG00000235590.7	GNAS-AS1	chr20	antisense	GNAS antisense RNA 1
chr20	62308755	62308807	chr20_477352	6	+	53	5	62308777	three_prime_UTR:0.88;CDS:0.12;	ENSG00000130706.12	ADRM1	chr20	protein_coding	adhesion regulating molecule 1
chr20	63522053	63522171	chr20_477770	18	+	119	10	63522111	three_prime_UTR:1.0;	ENSG00000125534.9	PPDPF	chr20	protein_coding	pancreatic progenitor cell differentiation and proliferation factor
chr20	30281370	30281403	chr20_470967	4	+	34	4	30281374	antisense;	ENSG00000205611.3	LINC01597	chr20	lincRNA	long intergenic non-protein coding RNA 1597
chr20	63685816	63685872	chr20_477888	6	+	57	6	63685846	CDS:1.0;	ENSG00000258366.7	RTEL1	chr20	protein_coding	regulator of telomere elongation helicase 1
chr20	35742006	35742081	chr20_483426	13	-	76	7	35742052	five_prime_UTR:1.0;	ENSG00000131051.20	RBM39	chr20	protein_coding	RNA binding motif protein 39
chr20	62800146	62800201	chr20_477498	4	+	56	4	62800175	three_prime_UTR:1.0;	ENSG00000101189.6	MRGBP	chr20	protein_coding	MRG/MORF4L binding protein
chr20	30487518	30487596	chr20_481804	8	-	79	7	30487536	intergenic;	--
chr20	35542512	35542572	chr20_472579	10	+	61	8	35542515	CDS:1.0;	ENSG00000125991.18	ERGIC3	chr20	protein_coding	ERGIC and golgi 3
chr20	53836567	53836588	chr20_476053	4	+	22	4	53836568	intergenic;	--
chr20	43716239	43716323	chr20_474285	8	+	85	6	43716272	three_prime_UTR:1.0;	ENSG00000101057.15	MYBL2	chr20	protein_coding	v-myb avian myeloblastosis viral oncogene homolog-like 2
chr20	326495	326517	chr20_478456	5	-	23	5	326500	intron:1.0;	ENSG00000225377.5	NRSN2-AS1	chr20	antisense	NRSN2 antisense RNA 1
chr20	35542322	35542393	chr20_472578	14	+	72	6	35542354	CDS:1.0;	ENSG00000125991.18	ERGIC3	chr20	protein_coding	ERGIC and golgi 3
chr20	17968233	17968313	chr20_480636	7	-	81	6	17968272	intron:1.0;	ENSG00000089006.16	SNX5	chr20	protein_coding	sorting nexin 5
chr20	3591035	3591059	chr20_468209	5	+	25	5	3591038	intron:1.0;	ENSG00000088812.17	ATRN	chr20	protein_coding	attractin
chr20	35284502	35284521	chr20_472411	4	+	20	4	35284503	antisense;	ENSG00000242372.6	EIF6	chr20	protein_coding	eukaryotic translation initiation factor 6
chr20	35284386	35284438	chr20_482965	4	-	53	4	35284399	CDS:1.0;	ENSG00000242372.6	EIF6	chr20	protein_coding	eukaryotic translation initiation factor 6
chr20	63903266	63903317	chr20_478147	7	+	52	7	63903276	intron:1.0;	ENSG00000101152.10	DNAJC5	chr20	protein_coding	DnaJ (Hsp40) homolog, subfamily C, member 5
chr20	63735927	63735985	chr20_477990	4	+	59	4	63735940	three_prime_UTR:1.0;	ENSG00000197114.11	ZGPAT	chr20	protein_coding	zinc finger, CCCH-type with G patch domain
chr20	30486583	30486638	chr20_481793	5	-	56	5	30486603	intergenic;	--
chr20	50892551	50892621	chr20_486188	6	-	71	5	50892566	CDS:1.0;	ENSG00000101126.15	ADNP	chr20	protein_coding	activity-dependent neuroprotector homeobox
chr20	58678080	58678151	chr20_476598	8	+	72	7	58678111	three_prime_UTR:1.0;	ENSG00000124222.21	STX16	chr20	protein_coding	syntaxin 16
chr20	50192185	50192214	chr20_475625	5	+	30	5	50192186	three_prime_UTR:1.0;	ENSG00000172216.5	CEBPB	chr20	protein_coding	CCAAT/enhancer binding protein (C/EBP), beta
chr20	33853522	33853611	chr20_472067	6	+	90	5	33853584	three_prime_UTR:0.57;CDS:0.43;	ENSG00000101421.3	CHMP4B	chr20	protein_coding	charged multivesicular body protein 4B
chr20	62362399	62362500	chr20_487868	11	-	102	8	62362425	CDS:1.0;	ENSG00000130702.13	LAMA5	chr20	protein_coding	laminin, alpha 5
chr20	25218549	25218604	chr20_470719	7	+	56	6	25218558	CDS:1.0;	ENSG00000197586.12	ENTPD6	chr20	protein_coding	ectonucleoside triphosphate diphosphohydrolase 6 (putative)
chr20	49072350	49072408	chr20_475290	6	+	59	5	49072371	CDS:1.0;	ENSG00000124207.16	CSE1L	chr20	protein_coding	CSE1 chromosome segregation 1-like (yeast)
chr20	45883884	45883930	chr20_474819	5	+	47	5	45883904	CDS:1.0;	ENSG00000168612.4	ZSWIM1	chr20	protein_coding	zinc finger, SWIM-type containing 1
chr20	41137806	41137850	chr20_473810	5	+	45	5	41137821	CDS:1.0;	ENSG00000124181.14	PLCG1	chr20	protein_coding	phospholipase C, gamma 1
chr20	2463746	2463906	chr20_478819	22	-	161	8	2463842	CDS:0.96;intron:0.04;	ENSG00000125835.17	SNRPB	chr20	protein_coding	small nuclear ribonucleoprotein polypeptides B and B1
chr20	10324617	10324637	chr20_469379	4	+	21	4	10324618	antisense;	ENSG00000227906.7	SNAP25-AS1	chr20	antisense	SNAP25 antisense RNA 1
chr20	44930648	44930681	chr20_474488	5	+	34	5	44930652	CDS:1.0;	ENSG00000101104.12	PABPC1L	chr20	protein_coding	poly(A) binding protein, cytoplasmic 1-like
chr20	2655603	2655652	chr20_467785	8	+	50	7	2655629	CDS:1.0;	ENSG00000101361.14	NOP56	chr20	protein_coding	NOP56 ribonucleoprotein
chr20	37204766	37204793	chr20_473077	10	+	28	9	37204766	CDS:1.0;	ENSG00000118705.16	RPN2	chr20	protein_coding	ribophorin II
chr20	63490524	63490735	chr20_488373	15	-	212	5	63490541	CDS:1.0;	ENSG00000101210.10	EEF1A2	chr20	protein_coding	eukaryotic translation elongation factor 1 alpha 2
chr20	38429677	38429824	chr20_484120	26	-	148	9	38429717	intron:1.0;	ENSG00000196756.11	SNHG17	chr20	processed_transcript	small nucleolar RNA host gene 17
chr20	62313393	62313439	chr20_487693	6	-	47	6	62313407	CDS:1.0;	ENSG00000130702.13	LAMA5	chr20	protein_coding	laminin, alpha 5
chr20	58891718	58891842	chr20_476687	30	+	125	16	58891768	five_prime_UTR:0.06;CDS:0.94;	ENSG00000087460.23	GNAS	chr20	protein_coding	GNAS complex locus
chr20	17945681	17945741	chr20_480519	8	-	61	7	17945703	intron:1.0;	ENSG00000089006.16	SNX5	chr20	protein_coding	sorting nexin 5
chr20	37179288	37179369	chr20_473053	11	+	82	7	37179347	five_prime_UTR:0.84;CDS:0.16;	ENSG00000118705.16	RPN2	chr20	protein_coding	ribophorin II
chr20	10420709	10420758	chr20_479834	6	-	50	5	10420716	five_prime_UTR:1.0;	ENSG00000125863.17	MKKS	chr20	protein_coding	McKusick-Kaufman syndrome
chr20	43686959	43687000	chr20_474213	5	+	42	5	43686980	CDS:1.0;	ENSG00000101057.15	MYBL2	chr20	protein_coding	v-myb avian myeloblastosis viral oncogene homolog-like 2
chr20	63488278	63488325	chr20_488361	5	-	48	5	63488304	three_prime_UTR:0.4;CDS:0.6;	ENSG00000101210.10	EEF1A2	chr20	protein_coding	eukaryotic translation elongation factor 1 alpha 2
chr20	58903671	58903791	chr20_476740	28	+	121	14	58903704	CDS:1.0;	ENSG00000087460.23	GNAS	chr20	protein_coding	GNAS complex locus
chr20	38448081	38448177	chr20_473443	10	+	97	9	38448146	intron:1.0;	ENSG00000174365.19	SNHG11	chr20	processed_transcript	small nucleolar RNA host gene 11
chr20	3164428	3164474	chr20_479007	5	-	47	5	3164444	three_prime_UTR:0.54;CDS:0.46;	ENSG00000088899.14	LZTS3	chr20	protein_coding		--
chr20	35618833	35618870	chr20_483155	4	-	38	4	35618847	antisense;	ENSG00000061656.9	SPAG4	chr20	protein_coding	sperm associated antigen 4
chr20	62312464	62312522	chr20_487684	7	-	59	6	62312469	CDS:1.0;	ENSG00000130702.13	LAMA5	chr20	protein_coding	laminin, alpha 5
chr20	33676769	33676819	chr20_482269	5	-	51	5	33676800	CDS:1.0;	ENSG00000101412.12	E2F1	chr20	protein_coding	E2F transcription factor 1
chr20	63287630	63287736	chr20_477716	9	+	107	6	63287635	CDS:1.0;	ENSG00000101199.12	ARFGAP1	chr20	protein_coding	ADP-ribosylation factor GTPase activating protein 1
chr20	58905382	58905464	chr20_476742	21	+	83	17	58905398	CDS:1.0;	ENSG00000087460.23	GNAS	chr20	protein_coding	GNAS complex locus
chr20	62388438	62388506	chr20_477372	13	+	69	11	62388457	three_prime_UTR:0.59;CDS:0.15;intron:0.26;	ENSG00000171858.17	RPS21	chr20	protein_coding	ribosomal protein S21
chr20	45834290	45834339	chr20_474781	4	+	50	4	45834317	CDS:1.0;	ENSG00000124104.18	SNX21	chr20	protein_coding	sorting nexin family member 21
chr20	33678210	33678315	chr20_482275	7	-	106	5	33678242	CDS:1.0;	ENSG00000101412.12	E2F1	chr20	protein_coding	E2F transcription factor 1
chr20	58910333	58910374	chr20_476755	10	+	42	7	58910339	CDS:1.0;	ENSG00000087460.23	GNAS	chr20	protein_coding	GNAS complex locus
chr20	43673868	43673899	chr20_474190	5	+	32	5	43673881	CDS:1.0;	ENSG00000101057.15	MYBL2	chr20	protein_coding	v-myb avian myeloblastosis viral oncogene homolog-like 2
chr20	35542894	35542941	chr20_472583	6	+	48	6	35542913	CDS:1.0;	ENSG00000125991.18	ERGIC3	chr20	protein_coding	ERGIC and golgi 3
chr20	63520763	63520915	chr20_477760	22	+	153	9	63520780	five_prime_UTR:0.79;intron:0.21;	ENSG00000125534.9	PPDPF	chr20	protein_coding	pancreatic progenitor cell differentiation and proliferation factor
chr20	63869316	63869398	chr20_478051	10	+	83	7	63869367	CDS:1.0;	ENSG00000101150.17	TPD52L2	chr20	protein_coding	tumor protein D52-like 2
chr20	44942715	44942763	chr20_484801	4	-	49	4	44942730	three_prime_UTR:1.0;	ENSG00000025772.7	TOMM34	chr20	protein_coding	translocase of outer mitochondrial membrane 34
chr20	62346969	62347028	chr20_487845	9	-	60	6	62347016	CDS:1.0;	ENSG00000130702.13	LAMA5	chr20	protein_coding	laminin, alpha 5
chr20	63981149	63981207	chr20_478253	6	+	59	6	63981171	five_prime_UTR:1.0;	ENSG00000101161.7	PRPF6	chr20	protein_coding	pre-mRNA processing factor 6
chr20	3209411	3209434	chr20_468115	6	+	24	6	3209413	five_prime_UTR:1.0;	ENSG00000125877.12	ITPA	chr20	protein_coding	inosine triphosphatase (nucleoside triphosphate pyrophosphatase)
chr20	2461775	2461912	chr20_478810	19	-	138	8	2461879	CDS:0.99;intron:0.01;	ENSG00000125835.17	SNRPB	chr20	protein_coding	small nuclear ribonucleoprotein polypeptides B and B1
chr21	17707162	17707211	chr21_349083	6	-	50	5	17707178	antisense;	ENSG00000279648.1	AP000432.3	chr21	TEC		--
chr21	17706439	17706478	chr21_349078	6	-	40	6	17706453	antisense;	ENSG00000279648.1	AP000432.3	chr21	TEC		--
chr21	44326775	44326896	chr21_347434	12	+	122	8	44326835	three_prime_UTR:0.28;CDS:0.72;	ENSG00000141959.16	PFKL	chr21	protein_coding	phosphofructokinase, liver
chr21	25881405	25881466	chr21_349309	6	-	62	6	25881431	three_prime_UTR:1.0;	ENSG00000142192.20	APP	chr21	protein_coding	amyloid beta (A4) precursor protein
chr21	14269646	14269659	chr21_348907	4	-	14	4	14269648	antisense;	ENSG00000243064.8	ABCC13	chr21	transcribed_unprocessed_pseudogene	ATP-binding cassette, sub-family C (CFTR/MRP), member 13, pseudogene
chr21	33550399	33550515	chr21_345051	12	+	117	6	33550416	CDS:1.0;	ENSG00000159140.17	SON	chr21	protein_coding	SON DNA binding protein
chr21	32751118	32751207	chr21_350750	6	-	90	5	32751173	CDS:1.0;	ENSG00000159086.14	PAXBP1	chr21	protein_coding	PAX3 and PAX7 binding protein 1
chr21	8441408	8441526	chr21_343774	21	+	119	17	8441470	intergenic;	--
chr21	41197047	41197072	chr21_351733	4	-	26	4	41197050	antisense;	ENSG00000182240.15	BACE2	chr21	protein_coding	beta-site APP-cleaving enzyme 2
chr21	8217586	8217653	chr21_343649	31	+	68	31	8217610	intron:1.0;	ENSG00000278996.1	CH507-513H4.1	chr21	lincRNA		--
chr21	8988456	8988518	chr21_343823	9	+	63	8	8988479	intergenic;	--
chr21	46264116	46264217	chr21_352870	6	-	102	5	46264205	CDS:1.0;	ENSG00000160294.10	MCM3AP	chr21	protein_coding	minichromosome maintenance complex component 3 associated protein
chr21	39235511	39235533	chr21_346168	7	+	23	7	39235513	antisense;	ENSG00000185658.13	BRWD1	chr21	protein_coding	bromodomain and WD repeat domain containing 1
chr21	8988201	8988346	chr21_343821	31	+	146	21	8988299	intergenic;	--
chr21	8215798	8215965	chr21_343640	50	+	168	36	8215846	intron:1.0;	ENSG00000278996.1	CH507-513H4.1	chr21	lincRNA		--
chr21	16643952	16643972	chr21_349039	5	-	21	5	16643954	antisense;	ENSG00000270093.1	AP000473.8	chr21	lincRNA		--
chr21	8254337	8254406	chr21_343662	13	+	70	13	8254378	intergenic;	--
chr21	39665061	39665080	chr21_351715	7	-	20	7	39665063	antisense;	ENSG00000183778.17	B3GALT5	chr21	protein_coding	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 5
chr21	8260065	8260185	chr21_343691	44	+	121	31	8260079	intergenic;	--
chr21	26051018	26051081	chr21_349438	9	-	64	8	26051054	CDS:1.0;	ENSG00000142192.20	APP	chr21	protein_coding	amyloid beta (A4) precursor protein
chr21	8441144	8441385	chr21_343773	82	+	242	35	8441315	intergenic;	--
chr21	8254055	8254319	chr21_343661	58	+	265	24	8254156	intergenic;	--
chr21	44769331	44769391	chr21_352288	7	-	61	7	44769352	three_prime_UTR:1.0;	ENSG00000184787.18	UBE2G2	chr21	protein_coding	ubiquitin-conjugating enzyme E2G 2
chr21	33551153	33551271	chr21_345062	17	+	119	7	33551184	CDS:1.0;	ENSG00000159140.17	SON	chr21	protein_coding	SON DNA binding protein
chr21	26170625	26170690	chr21_349509	8	-	66	6	26170662	five_prime_UTR:0.45;intron:0.55;	ENSG00000142192.20	APP	chr21	protein_coding	amyloid beta (A4) precursor protein
chr21	46002293	46002401	chr21_348248	12	+	109	7	46002352	CDS:1.0;	ENSG00000142156.14	COL6A1	chr21	protein_coding	collagen, type VI, alpha 1
chr21	26844224	26844464	chr21_349586	31	-	241	9	26844383	CDS:1.0;	ENSG00000154734.14	ADAMTS1	chr21	protein_coding	ADAM metallopeptidase with thrombospondin type 1 motif, 1
chr21	33553392	33553430	chr21_345086	6	+	39	6	33553408	CDS:1.0;	ENSG00000159140.17	SON	chr21	protein_coding	SON DNA binding protein
chr21	32278919	32279020	chr21_350414	6	-	102	4	32278958	five_prime_UTR:0.06;CDS:0.94;	ENSG00000159055.3	MIS18A	chr21	protein_coding	MIS18 kinetochore protein A
chr21	32368576	32368598	chr21_350554	5	-	23	5	32368591	CDS:1.0;	ENSG00000142207.6	URB1	chr21	protein_coding	URB1 ribosome biogenesis 1 homolog (S. cerevisiae)
chr21	46132393	46132451	chr21_348343	6	+	59	5	46132414	CDS:1.0;	ENSG00000142173.14	COL6A2	chr21	protein_coding	collagen, type VI, alpha 2
chr21	43757858	43757953	chr21_346893	7	+	96	5	43757909	three_prime_UTR:1.0;	ENSG00000160209.18	PDXK	chr21	protein_coding	pyridoxal (pyridoxine, vitamin B6) kinase
chr21	45468481	45468627	chr21_347976	16	+	147	7	45468523	CDS:1.0;	ENSG00000182871.14	COL18A1	chr21	protein_coding	collagen, type XVIII, alpha 1
chr21	26000037	26000190	chr21_349406	24	-	154	9	26000149	CDS:0.95;intron:0.05;	ENSG00000142192.20	APP	chr21	protein_coding	amyloid beta (A4) precursor protein
chr21	32377203	32377261	chr21_350560	8	-	59	6	32377236	intron:1.0;	ENSG00000142207.6	URB1	chr21	protein_coding	URB1 ribosome biogenesis 1 homolog (S. cerevisiae)
chr21	8988530	8988648	chr21_343824	19	+	119	12	8988613	intergenic;	--
chr21	41168430	41168483	chr21_346259	9	+	54	8	41168433	CDS:1.0;	ENSG00000182240.15	BACE2	chr21	protein_coding	beta-site APP-cleaving enzyme 2
chr21	33550651	33550690	chr21_345054	9	+	40	9	33550659	CDS:1.0;	ENSG00000159140.17	SON	chr21	protein_coding	SON DNA binding protein
chr21	31668573	31668654	chr21_344811	9	+	82	6	31668596	three_prime_UTR:0.94;CDS:0.06;	ENSG00000142168.14	SOD1	chr21	protein_coding	superoxide dismutase 1, soluble
chr21	43271515	43271536	chr21_352141	6	-	22	6	43271517	intergenic;	--
chr21	8441609	8441685	chr21_343776	8	+	77	8	8441639	intergenic;	--
chr21	39313518	39313564	chr21_351672	6	-	47	5	39313540	five_prime_UTR:1.0;	ENSG00000185658.13	BRWD1	chr21	protein_coding	bromodomain and WD repeat domain containing 1
chr21	8437455	8437524	chr21_343762	8	+	70	8	8437495	intergenic;	--
chr21	31663789	31663865	chr21_344801	14	+	77	8	31663838	CDS:1.0;	ENSG00000142168.14	SOD1	chr21	protein_coding	superoxide dismutase 1, soluble
chr21	8446144	8446210	chr21_343807	8	+	67	7	8446179	intergenic;	--
chr21	8400721	8400908	chr21_343743	22	+	188	21	8400843	intron:1.0;	ENSG00000280441.2	CH507-528H12.1	chr21	lincRNA		--
chr21	8393024	8393144	chr21_343710	24	+	121	12	8393106	intron:1.0;	ENSG00000280441.2	CH507-528H12.1	chr21	lincRNA		--
chr21	25881710	25881764	chr21_349313	8	-	55	8	25881737	CDS:1.0;	ENSG00000142192.20	APP	chr21	protein_coding	amyloid beta (A4) precursor protein
chr21	43565192	43565270	chr21_346694	49	+	79	28	43565222	five_prime_UTR:0.59;CDS:0.41;	ENSG00000234289.5	H2BFS	chr21	protein_coding	H2B histone family, member S (pseudogene)
chr21	45293472	45293534	chr21_347893	4	+	63	4	45293490	noncoding_exon:0.81;intron:0.19;	ENSG00000223768.1	LINC00205	chr21	lincRNA	long intergenic non-protein coding RNA 205
chr21	8398831	8398921	chr21_343731	33	+	91	30	8398884	intron:1.0;	ENSG00000280441.2	CH507-528H12.1	chr21	lincRNA		--
chr21	46112184	46112339	chr21_348280	14	+	156	6	46112257	CDS:1.0;	ENSG00000142173.14	COL6A2	chr21	protein_coding	collagen, type VI, alpha 2
chr21	8209823	8210111	chr21_343614	60	+	289	21	8209932	intron:1.0;	ENSG00000278996.1	CH507-513H4.1	chr21	lincRNA		--
chr21	8443168	8443221	chr21_343786	9	+	54	9	8443185	intergenic;	--
chr21	33554783	33554859	chr21_345103	8	+	77	6	33554809	CDS:1.0;	ENSG00000159140.17	SON	chr21	protein_coding	SON DNA binding protein
chr21	8216447	8216654	chr21_343643	30	+	208	20	8216584	intron:1.0;	ENSG00000278996.1	CH507-513H4.1	chr21	lincRNA		--
chr21	44300145	44300190	chr21_347342	8	+	46	5	44300181	CDS:1.0;	ENSG00000141959.16	PFKL	chr21	protein_coding	phosphofructokinase, liver
chr21	45525825	45525872	chr21_352653	5	-	48	5	45525850	CDS:1.0;	ENSG00000173638.18	SLC19A1	chr21	protein_coding	solute carrier family 19 (folate transporter), member 1
chr21	8392702	8392840	chr21_343708	28	+	139	22	8392777	intron:1.0;	ENSG00000280441.2	CH507-528H12.1	chr21	lincRNA		--
chr21	8400937	8401049	chr21_343745	72	+	113	43	8400982	intron:1.0;	ENSG00000280441.2	CH507-528H12.1	chr21	lincRNA		--
chr21	8259700	8259744	chr21_343685	8	+	45	8	8259711	intergenic;	--
chr21	45477856	45477965	chr21_348004	12	+	110	7	45477915	CDS:1.0;	ENSG00000182871.14	COL18A1	chr21	protein_coding	collagen, type XVIII, alpha 1
chr21	33552685	33552781	chr21_345078	9	+	97	6	33552699	CDS:1.0;	ENSG00000159140.17	SON	chr21	protein_coding	SON DNA binding protein
chr21	8216221	8216398	chr21_343642	40	+	178	29	8216313	intron:1.0;	ENSG00000278996.1	CH507-513H4.1	chr21	lincRNA		--
chr21	31659701	31659781	chr21_344788	10	+	81	10	31659741	five_prime_UTR:0.85;CDS:0.15;	ENSG00000142168.14	SOD1	chr21	protein_coding	superoxide dismutase 1, soluble
chr21	45285726	45285789	chr21_352584	5	-	64	5	45285756	CDS:1.0;	ENSG00000186866.16	POFUT2	chr21	protein_coding	protein O-fucosyltransferase 2
chr21	46323585	46323730	chr21_353037	11	-	146	5	46323692	five_prime_UTR:1.0;	ENSG00000160298.17	C21orf58	chr21	protein_coding	chromosome 21 open reading frame 58
chr21	25955734	25955755	chr21_349373	9	-	22	9	25955754	CDS:1.0;	ENSG00000142192.20	APP	chr21	protein_coding	amyloid beta (A4) precursor protein
chr21	32372506	32372517	chr21_350559	5	-	12	5	32372506	CDS:1.0;	ENSG00000142207.6	URB1	chr21	protein_coding	URB1 ribosome biogenesis 1 homolog (S. cerevisiae)
chr21	8258794	8258870	chr21_343680	8	+	77	8	8258841	intergenic;	--
chr21	8214148	8214335	chr21_343627	36	+	188	25	8214211	intron:1.0;	ENSG00000278996.1	CH507-513H4.1	chr21	lincRNA		--
chr21	26839629	26839728	chr21_349557	12	-	100	6	26839650	CDS:1.0;	ENSG00000154734.14	ADAMTS1	chr21	protein_coding	ADAM metallopeptidase with thrombospondin type 1 motif, 1
